,0
0,"127.0.0.1,22/10/2021 12:34:45"
,0
0,"127.0.0.1,22/10/2021 13:00:51"
,0
0,"127.0.0.1,22/10/2021 13:02:19"
0
"127.0.0.1,22/10/2021 13:06:03"
0
"127.0.0.1,22/10/2021 13:08:28"
0
"127.0.0.1,22/10/2021 14:13:57"
0
"127.0.0.1,22/10/2021 14:14:43"
0
"127.0.0.1,22/10/2021 14:15:19"
0
"127.0.0.1,22/10/2021 14:17:22"
0
"127.0.0.1,22/10/2021 14:24:15"
0
"127.0.0.1,22/10/2021 14:26:01"
0
"127.0.0.1,22/10/2021 14:27:08"
0
"127.0.0.1,22/10/2021 14:28:53"
0
"127.0.0.1,22/10/2021 14:29:18"
0
"127.0.0.1,22/10/2021 14:31:37"
0
"127.0.0.1,22/10/2021 14:33:36"
0
"127.0.0.1,22/10/2021 14:34:17"
0
"127.0.0.1,22/10/2021 14:37:09"
0
"127.0.0.1,22/10/2021 14:39:26"
0
"127.0.0.1,22/10/2021 14:40:04"
0
"127.0.0.1,22/10/2021 14:40:14"
0
"127.0.0.1,22/10/2021 14:41:24"
0
"127.0.0.1,22/10/2021 14:42:21"
0
"127.0.0.1,22/10/2021 14:48:19"
0
"127.0.0.1,22/10/2021 14:48:28"
0
"127.0.0.1,22/10/2021 14:48:35"
0
"127.0.0.1,22/10/2021 14:49:59"
0
"127.0.0.1,22/10/2021 16:01:22"
